percentage(no padding),percentage(padding),overflow,compress(ms),decompress(ms),correctness(1/0)
0.8765,0.8765,0.8233,0.184,0.172,1
0.9323,0.9323,0.5129,0.124,0.157,1
0.7908,0.7908,0.2834,0.191,0.193,1
0.9309,0.9309,0.7349,0.188,0.187,1
0.8951,0.8951,0.7931,0.182,0.206,1
0.8705,0.8705,0.833,0.183,0.187,1
0.907,0.907,0.472,0.127,0.155,1
0.9137,0.9137,0.7629,0.188,0.187,1
0.915,0.915,0.7608,0.183,0.188,1
0.9475,0.9475,0.708,0.193,0.183,1
0.925,0.925,0.5011,0.186,0.167,1
0.9143,0.9143,0.7619,0.187,0.186,1
0.9117,0.9117,0.7662,0.189,0.182,1
0.9502,0.9502,0.7037,0.187,0.187,1
0.9177,0.9177,0.4892,0.187,0.164,1
0.9382,0.9382,0.7231,0.186,0.182,1
0.9104,0.9104,0.7683,0.171,0.181,1
0.9515,0.9515,0.7015,0.192,0.183,1
0.749,0.749,0.2155,0.183,0.186,1
0.9183,0.9183,0.7554,0.212,0.186,1
0.8951,0.8951,0.7931,0.194,0.187,1
0.8898,0.8898,0.8017,0.187,0.195,1
0.8984,0.8984,0.458,0.192,0.186,1
0.9203,0.9203,0.7522,0.156,0.157,1
0.9203,0.9203,0.7522,0.188,0.188,1
0.9728,0.9728,0.5787,0.185,0.147,1
0.8951,0.8951,0.7931,0.198,0.189,1
0.9236,0.9236,0.7468,0.182,0.208,1
0.8904,0.8904,0.8006,0.188,0.167,1
0.8081,0.8081,0.3114,0.191,0.188,1
0.9416,0.9416,0.7177,0.184,0.169,1
0.8805,0.8805,0.8168,0.185,0.187,1
0.9402,0.9402,0.5259,0.188,0.186,1
0.9861,0.9861,0.6002,0.139,0.158,1
0.9648,0.9648,0.68,0.198,0.191,1
0.909,0.909,0.7705,0.182,0.186,1
0.8845,0.8845,0.8103,0.194,0.184,1
0.9847,0.9847,0.6476,0.189,0.187,1
0.9004,0.9004,0.4612,0.198,0.182,1
0.915,0.915,0.7608,0.19,0.162,1
0.8931,0.8931,0.7963,0.19,0.188,1
0.9535,0.9535,0.6983,0.12,0.159,1
0.8904,0.8904,0.8006,0.188,0.188,1
0.7829,0.7829,0.2705,0.186,0.152,1
0.923,0.923,0.7478,0.193,0.182,1
0.9163,0.9163,0.7586,0.182,0.184,1
0.9263,0.9263,0.7425,0.191,0.182,1
0.9037,0.9037,0.7791,0.186,0.189,1
0.9475,0.9475,0.708,0.18,0.174,1
0.6195,0.6195,0.005388,0.182,0.186,1
0.9296,0.9296,0.7371,0.182,0.186,1
0.8679,0.8679,0.8373,0.186,0.184,1
0.9356,0.9356,0.7274,0.195,0.172,1
0.8944,0.8944,0.7942,0.187,0.184,1
0.9084,0.9084,0.7716,0.191,0.187,1
0.8984,0.8984,0.7877,0.188,0.188,1
0.7935,0.7935,0.2877,0.187,0.184,1
0.8884,0.8884,0.8039,0.183,0.195,1
0.9336,0.9336,0.7306,0.19,0.186,1
0.8958,0.8958,0.792,0.189,0.191,1
0.8054,0.8054,0.3071,0.183,0.184,1
0.8745,0.8745,0.8265,0.19,0.189,1
0.9024,0.9024,0.4644,0.19,0.168,1
0.9064,0.9064,0.7748,0.182,0.145,1
0.8792,0.8792,0.819,0.192,0.195,1
0.9369,0.9369,0.7252,0.186,0.187,1
0.9197,0.9197,0.7532,0.185,0.193,1
0.8805,0.8805,0.8168,0.188,0.165,1
0.8028,0.8028,0.3028,0.183,0.187,1
0.8997,0.8997,0.7856,0.187,0.157,1
0.9183,0.9183,0.7554,0.183,0.188,1
0.8048,0.8048,0.306,0.203,0.188,1
0.9011,0.9011,0.7834,0.193,0.188,1
0.921,0.921,0.7511,0.181,0.191,1
0.9402,0.9402,0.5259,0.181,0.168,1
0.8964,0.8964,0.7909,0.188,0.193,1
0.8818,0.8818,0.8147,0.173,0.193,1
0.9542,0.9542,0.5485,0.185,0.192,1
0.9575,0.9575,0.5539,0.193,0.221,1
0.9064,0.9064,0.7748,0.189,0.185,1
0.8586,0.8586,0.8524,0.187,0.189,1
0.9462,0.9462,0.5356,0.164,0.182,1
0.921,0.921,0.7511,0.19,0.186,1
0.9442,0.9442,0.5323,0.167,0.159,1
0.8606,0.8606,0.8491,0.191,0.187,1
0.34,0.34,0.6336,0.184,0.185,1
0.6,0.6,0.6164,0.19,0.19,1
0.8891,0.8891,0.8028,0.186,0.19,1
0.8672,0.8672,0.8384,0.184,0.191,1
0.8028,0.8028,0.3028,0.19,0.153,1
0.9143,0.9143,0.7619,0.184,0.183,1
0.9004,0.9004,0.7845,0.188,0.194,1
0.9104,0.9104,0.7683,0.188,0.19,1
0.9436,0.9436,0.7144,0.192,0.171,1
0.7835,0.7835,0.2716,0.173,0.199,1
0.915,0.915,0.7608,0.184,0.183,1
0.8931,0.8931,0.7963,0.189,0.188,1
0.9595,0.9595,0.5571,0.12,0.165,1
0.9655,0.9655,0.6789,0.123,0.156,1
0.9037,0.9037,0.7791,0.188,0.149,1
0.905,0.905,0.7769,0.189,0.197,1
0.915,0.915,0.4849,0.184,0.188,1
0.9615,0.9615,0.6853,0.185,0.187,1
0.9044,0.9044,0.778,0.192,0.19,1
0.9017,0.9017,0.7823,0.195,0.187,1
0.9827,0.9827,0.6509,0.189,0.197,1
0.919,0.919,0.7543,0.192,0.189,1
0.8592,0.8592,0.8513,0.14,0.154,1
0.9117,0.9117,0.4795,0.189,0.19,1
0.9124,0.9124,0.4806,0.189,0.169,1
0.9363,0.9363,0.7263,0.186,0.199,1
0.8964,0.8964,0.7909,0.188,0.173,1
0.927,0.927,0.7414,0.188,0.189,1
0.8526,0.8526,0.3836,0.2,0.207,1
0.9143,0.9143,0.7619,0.184,0.163,1
0.911,0.911,0.7672,0.19,0.189,1
0.9336,0.9336,0.7306,0.186,0.187,1
0.8566,0.8566,0.3901,0.188,0.185,1
0.9323,0.9323,0.7328,0.192,0.19,1
0.8924,0.8924,0.7974,0.19,0.181,1
0.9223,0.9223,0.7489,0.187,0.182,1
0.8579,0.8579,0.3922,0.198,0.195,1
0.8984,0.8984,0.7877,0.183,0.186,1
0.9044,0.9044,0.778,0.197,0.185,1
0.9143,0.9143,0.7619,0.188,0.184,1
0.8931,0.8931,0.7963,0.189,0.186,1
0.8792,0.8792,0.4267,0.193,0.185,1
0.9343,0.9343,0.7295,0.188,0.186,1
0.9376,0.9376,0.7241,0.186,0.188,1
0.9216,0.9216,0.75,0.187,0.193,1
0.8951,0.8951,0.7931,0.195,0.17,1
0.8214,0.8214,0.333,0.184,0.179,1
0.9163,0.9163,0.7586,0.195,0.187,1
0.8991,0.8991,0.4591,0.191,0.19,1
0.9077,0.9077,0.7726,0.2,0.187,1
0.913,0.913,0.764,0.191,0.185,1
0.9349,0.9349,0.7284,0.194,0.164,1
0.8732,0.8732,0.417,0.168,0.192,1
0.927,0.927,0.7414,0.183,0.165,1
0.8745,0.8745,0.8265,0.184,0.187,1
0.9137,0.9137,0.4828,0.186,0.184,1
0.9416,0.9416,0.7177,0.182,0.208,1
0.9037,0.9037,0.7791,0.186,0.186,1
0.9761,0.9761,0.6616,0.186,0.187,1
0.9084,0.9084,0.7716,0.183,0.185,1
0.9489,0.9489,0.5399,0.186,0.186,1
0.9183,0.9183,0.7554,0.187,0.184,1
0.9615,0.9615,0.6853,0.189,0.166,1
0.8984,0.8984,0.7877,0.123,0.194,1
0.9037,0.9037,0.7791,0.182,0.147,1
0.7769,0.7769,0.2608,0.173,0.183,1
0.9276,0.9276,0.7403,0.193,0.182,1
0.8685,0.8685,0.8362,0.188,0.189,1
0.7556,0.7556,0.2263,0.188,0.187,1
0.9031,0.9031,0.7802,0.184,0.185,1
0.8971,0.8971,0.7899,0.188,0.187,1
0.8738,0.8738,0.8276,0.18,0.188,1
0.9256,0.9256,0.7435,0.19,0.198,1
0.907,0.907,0.7737,0.188,0.181,1
0.8054,0.8054,0.3071,0.179,0.189,1
0.9635,0.9635,0.6821,0.179,0.186,1
0.9734,0.9734,0.6659,0.185,0.187,1
0.8971,0.8971,0.7899,0.188,0.183,1
0.9515,0.9515,0.7015,0.186,0.186,1
0.8519,0.8519,0.8631,0.197,0.185,1
0.7689,0.7689,0.2478,0.187,0.187,1
0.919,0.919,0.7543,0.188,0.187,1
0.8871,0.8871,0.806,0.186,0.185,1
0.8865,0.8865,0.8071,0.188,0.182,1
0.9104,0.9104,0.7683,0.188,0.187,1
0.9024,0.9024,0.7812,0.19,0.184,1
0.8805,0.8805,0.8168,0.188,0.184,1
0.7729,0.7729,0.2543,0.185,0.181,1
0.8048,0.8048,0.306,0.187,0.153,1
0.9124,0.9124,0.7651,0.191,0.187,1
0.8944,0.8944,0.7942,0.191,0.187,1
0.8971,0.8971,0.7899,0.193,0.187,1
0.909,0.909,0.4752,0.187,0.188,1
0.9223,0.9223,0.7489,0.19,0.186,1
0.8944,0.8944,0.7942,0.188,0.185,1
0.9681,0.9681,0.5711,0.186,0.192,1
0.9382,0.9382,0.7231,0.19,0.187,1
0.8944,0.8944,0.7942,0.183,0.193,1
0.9675,0.9675,0.57,0.192,0.169,1
0.8792,0.8792,0.819,0.191,0.148,1
0.8851,0.8851,0.4364,0.189,0.182,1
0.925,0.925,0.7446,0.183,0.192,1
0.905,0.905,0.7769,0.186,0.189,1
0.9794,0.9794,0.5894,0.19,0.186,1
0.915,0.915,0.7608,0.195,0.189,1
0.909,0.909,0.7705,0.181,0.187,1
0.9489,0.9489,0.5399,0.22,0.198,1
0.9037,0.9037,0.7791,0.194,0.17,1
0.9216,0.9216,0.75,0.184,0.195,1
0.911,0.911,0.7672,0.188,0.191,1
0.8194,0.8194,0.3297,0.165,0.187,1
0.9276,0.9276,0.7403,0.185,0.193,1
0.925,0.925,0.5011,0.185,0.184,1
0.9256,0.9256,0.7435,0.182,0.182,1
0.8838,0.8838,0.8114,0.185,0.193,1
0.9163,0.9163,0.7586,0.183,0.184,1
0.909,0.909,0.7705,0.184,0.154,1
0.8971,0.8971,0.7899,0.134,0.175,1
0.7988,0.7988,0.2963,0.185,0.164,1
0.8792,0.8792,0.819,0.188,0.188,1
0.7908,0.7908,0.2834,0.189,0.188,1
0.9044,0.9044,0.778,0.188,0.148,1
0.8898,0.8898,0.8017,0.182,0.181,1
0.8838,0.8838,0.8114,0.187,0.19,1
0.917,0.917,0.4881,0.187,0.186,1
0.927,0.927,0.7414,0.188,0.191,1
0.9011,0.9011,0.7834,0.183,0.187,1
0.9648,0.9648,0.68,0.188,0.186,1
0.929,0.929,0.5075,0.186,0.194,1
0.9203,0.9203,0.7522,0.182,0.187,1
0.8898,0.8898,0.8017,0.186,0.189,1
0.927,0.927,0.7414,0.188,0.199,1
0.9017,0.9017,0.7823,0.192,0.194,1
0.8931,0.8931,0.7963,0.195,0.185,1
0.7995,0.7995,0.2974,0.182,0.19,1
0.905,0.905,0.7769,0.19,0.182,1
0.913,0.913,0.764,0.195,0.182,1
0.9017,0.9017,0.7823,0.188,0.182,1
0.9887,0.9887,0.6045,0.184,0.183,1
0.9688,0.9688,0.5722,0.185,0.19,1
0.8785,0.8785,0.82,0.182,0.146,1
0.8028,0.8028,0.3028,0.186,0.197,1
0.9084,0.9084,0.7716,0.195,0.189,1
0.8938,0.8938,0.7953,0.187,0.185,1
0.9548,0.9548,0.5496,0.188,0.192,1
0.9602,0.9602,0.5582,0.19,0.193,1
0.8752,0.8752,0.8254,0.187,0.187,1
0.917,0.917,0.4881,0.183,0.182,1
0.929,0.929,0.7381,0.197,0.183,1
0.8712,0.8712,0.8319,0.189,0.187,1
0.9263,0.9263,0.7425,0.188,0.155,1
0.919,0.919,0.7543,0.121,0.159,1
0.8865,0.8865,0.8071,0.15,0.206,1
0.8061,0.8061,0.3082,0.199,0.18,1
0.9031,0.9031,0.7802,0.187,0.183,1
0.988,0.988,0.6422,0.182,0.195,1
0.9157,0.9157,0.7597,0.2,0.187,1
0.8991,0.8991,0.7866,0.183,0.187,1
0.2,0.2,0.6358,0.193,0.183,1
0.9197,0.9197,0.4925,0.191,0.19,1
0.9675,0.9675,0.6756,0.147,0.183,1
0.9037,0.9037,0.7791,0.158,0.21,1
0.9197,0.9197,0.7532,0.186,0.196,1
0.9177,0.9177,0.4892,0.199,0.182,1
0.9343,0.9343,0.7295,0.201,0.188,1
0.8858,0.8858,0.8082,0.188,0.194,1
0.9276,0.9276,0.7403,0.198,0.187,1
0.8911,0.8911,0.4461,0.193,0.184,1
0.9137,0.9137,0.7629,0.199,0.187,1
0.8951,0.8951,0.7931,0.148,0.194,1
0.9515,0.9515,0.7015,0.184,0.195,1
0.9104,0.9104,0.4774,0.196,0.181,1
0.9004,0.9004,0.7845,0.19,0.193,1
0.9124,0.9124,0.7651,0.187,0.195,1
0.73,0.73,0.6272,0.144,0.164,1
0.9396,0.9396,0.7209,0.188,0.196,1
0.9037,0.9037,0.7791,0.197,0.193,1
0.915,0.915,0.4849,0.187,0.193,1
0.8699,0.8699,0.8341,0.138,0.164,1
0.8924,0.8924,0.7974,0.19,0.172,1
0.9057,0.9057,0.7759,0.2,0.189,1
0.8798,0.8798,0.8179,0.197,0.189,1
0.8061,0.8061,0.3082,0.194,0.187,1
0.905,0.905,0.7769,0.191,0.187,1
0.9044,0.9044,0.778,0.136,0.166,1
0.7862,0.7862,0.2759,0.198,0.188,1
0.8473,0.8473,0.8707,0.188,0.195,1
0.909,0.909,0.4752,0.185,0.177,1
0.8,0.8,0.6261,0.198,0.189,1
0.8951,0.8951,0.7931,0.191,0.197,1
0.8904,0.8904,0.8006,0.184,0.2,1
0.8984,0.8984,0.458,0.187,0.156,1
0.9031,0.9031,0.7802,0.186,0.184,1
0.9236,0.9236,0.7468,0.182,0.184,1
0.9562,0.9562,0.694,0.197,0.18,1
0.8964,0.8964,0.4547,0.203,0.186,1
0.9296,0.9296,0.7371,0.188,0.147,1
0.9124,0.9124,0.7651,0.198,0.189,1
0.917,0.917,0.7575,0.116,0.165,1
0.9024,0.9024,0.7812,0.116,0.159,1
0.9004,0.9004,0.4612,0.186,0.187,1
0.8991,0.8991,0.7866,0.169,0.191,1
0.8997,0.8997,0.7856,0.197,0.196,1
0.8818,0.8818,0.8147,0.18,0.188,1
0.8918,0.8918,0.4472,0.195,0.159,1
0.9183,0.9183,0.7554,0.181,0.146,1
0.9343,0.9343,0.7295,0.139,0.184,1
0.907,0.907,0.472,0.187,0.214,1
0.907,0.907,0.7737,0.185,0.194,1
0.9124,0.9124,0.7651,0.122,0.153,1
0.9137,0.9137,0.7629,0.2,0.192,1
0.8752,0.8752,0.8254,0.187,0.194,1
0.8015,0.8015,0.3006,0.197,0.185,1
0.915,0.915,0.7608,0.193,0.192,1
0.8792,0.8792,0.819,0.141,0.191,1
0.8991,0.8991,0.4591,0.188,0.193,1
0.9044,0.9044,0.778,0.198,0.199,1
0.911,0.911,0.7672,0.19,0.188,1
0.9562,0.9562,0.694,0.13,0.199,1
0.9057,0.9057,0.4698,0.128,0.204,1
0.9223,0.9223,0.7489,0.143,0.189,1
0.9316,0.9316,0.7338,0.188,0.191,1
0.8659,0.8659,0.8405,0.196,0.189,1
0.9163,0.9163,0.7586,0.193,0.182,1
0.909,0.909,0.7705,0.174,0.187,1
0.8127,0.8127,0.319,0.187,0.204,1
0.9668,0.9668,0.6767,0.188,0.195,1
0.9568,0.9568,0.6929,0.128,0.154,1
0.919,0.919,0.7543,0.186,0.195,1
0.9336,0.9336,0.5151,0.196,0.186,1
0.929,0.929,0.7381,0.197,0.162,1
0.9369,0.9369,0.5205,0.193,0.19,1
0.8991,0.8991,0.7866,0.202,0.155,1
0.9456,0.9456,0.7112,0.193,0.196,1
0.8918,0.8918,0.7985,0.19,0.185,1
0.913,0.913,0.764,0.183,0.175,1
0.8851,0.8851,0.8093,0.192,0.189,1
0.7968,0.7968,0.2931,0.183,0.195,1
0.8918,0.8918,0.7985,0.196,0.189,1
0.7802,0.7802,0.2662,0.198,0.184,1
0.9037,0.9037,0.7791,0.193,0.189,1
0.913,0.913,0.764,0.191,0.186,1
0.911,0.911,0.7672,0.193,0.196,1
0.9309,0.9309,0.5108,0.194,0.201,1
0.9044,0.9044,0.778,0.193,0.183,1
0.8752,0.8752,0.8254,0.193,0.203,1
0.9396,0.9396,0.7209,0.188,0.19,1
0.917,0.917,0.7575,0.192,0.197,1
0.8964,0.8964,0.7909,0.189,0.195,1
0.7981,0.7981,0.2953,0.191,0.191,1
0.9031,0.9031,0.7802,0.194,0.186,1
0.913,0.913,0.764,0.222,0.18,1
0.7942,0.7942,0.2888,0.188,0.181,1
0.8738,0.8738,0.8276,0.193,0.186,1
0.8811,0.8811,0.8157,0.129,0.156,1
0.8692,0.8692,0.4106,0.198,0.187,1
0.8944,0.8944,0.7942,0.196,0.182,1
0.8977,0.8977,0.7888,0.218,0.188,1
0.8054,0.8054,0.3071,0.196,0.188,1
0.9183,0.9183,0.7554,0.121,0.157,1
0.9044,0.9044,0.778,0.232,0.159,1
0.8865,0.8865,0.8071,0.194,0.195,1
0.9104,0.9104,0.4774,0.196,0.194,1
0.67,0.67,0.6282,0.193,0.187,1
0.9011,0.9011,0.7834,0.157,0.188,1
0.8838,0.8838,0.8114,0.194,0.196,1
0.8964,0.8964,0.7909,0.131,0.156,1
0.9004,0.9004,0.7845,0.183,0.197,1
0.7862,0.7862,0.2759,0.19,0.181,1
0.8758,0.8758,0.8244,0.197,0.183,1
0.9688,0.9688,0.6735,0.197,0.183,1
0.8904,0.8904,0.8006,0.194,0.185,1
0.07,0.07,0.6078,0.202,0.199,1
0.9309,0.9309,0.7349,0.192,0.187,1
0.9834,0.9834,0.6498,0.195,0.187,1
0.9011,0.9011,0.7834,0.198,0.188,1
0.34,0.34,0.6336,0.197,0.192,1
0.9183,0.9183,0.7554,0.185,0.196,1
0.8552,0.8552,0.3879,0.195,0.196,1
0.9044,0.9044,0.778,0.196,0.187,1
0.9017,0.9017,0.7823,0.125,0.192,1
0.9522,0.9522,0.7004,0.196,0.196,1
0.9163,0.9163,0.4871,0.197,0.201,1
0.8991,0.8991,0.7866,0.184,0.203,1
0.917,0.917,0.7575,0.191,0.184,1
0.9422,0.9422,0.7166,0.187,0.187,1
0.8818,0.8818,0.431,0.195,0.197,1
0.8977,0.8977,0.7888,0.189,0.184,1
0.8964,0.8964,0.7909,0.194,0.197,1
0.9037,0.9037,0.7791,0.197,0.188,1
0.8818,0.8818,0.431,0.126,0.188,1
0.9143,0.9143,0.7619,0.19,0.182,1
0.9236,0.9236,0.7468,0.194,0.197,1
0.9628,0.9628,0.6832,0.19,0.184,1
0.7683,0.7683,0.2468,0.188,0.197,1
0.9263,0.9263,0.7425,0.194,0.184,1
0.9064,0.9064,0.7748,0.187,0.18,1
0.8871,0.8871,0.806,0.194,0.192,1
0.9887,0.9887,0.6412,0.186,0.194,1
0.9037,0.9037,0.7791,0.192,0.188,1
0.9104,0.9104,0.7683,0.184,0.188,1
0.8028,0.8028,0.3028,0.149,0.199,1
0.9661,0.9661,0.5679,0.124,0.163,1
0.9017,0.9017,0.7823,0.189,0.185,1
0.9562,0.9562,0.694,0.191,0.18,1
0.8566,0.8566,0.8556,0.181,0.188,1
0.927,0.927,0.5043,0.182,0.182,1
0.9064,0.9064,0.7748,0.184,0.155,1
0.8738,0.8738,0.8276,0.123,0.152,1
0.9442,0.9442,0.7134,0.187,0.154,1
0.9031,0.9031,0.7802,0.187,0.185,1
0.9117,0.9117,0.7662,0.182,0.183,1
0.8778,0.8778,0.8211,0.19,0.192,1
0.7915,0.7915,0.2845,0.169,0.191,1
0.7789,0.7789,0.264,0.199,0.191,1
0.8938,0.8938,0.7953,0.183,0.188,1
0.907,0.907,0.7737,0.141,0.163,1
0.8765,0.8765,0.8233,0.183,0.159,1
0.919,0.919,0.7543,0.187,0.186,1
0.915,0.915,0.4849,0.171,0.197,1
0.9887,0.9887,0.6412,0.189,0.197,1
0.8526,0.8526,0.8621,0.19,0.19,1
0.9143,0.9143,0.7619,0.182,0.188,1
0.9004,0.9004,0.7845,0.181,0.191,1
0.7928,0.7928,0.2866,0.164,0.184,1
0.9044,0.9044,0.4677,0.188,0.183,1
0.929,0.929,0.7381,0.186,0.198,1
0.8645,0.8645,0.8427,0.184,0.188,1
0.9376,0.9376,0.7241,0.192,0.189,1
0.8871,0.8871,0.806,0.188,0.196,1
0.9017,0.9017,0.4634,0.188,0.188,1
0.9004,0.9004,0.7845,0.192,0.189,1
0.8712,0.8712,0.8319,0.134,0.152,1
0.9017,0.9017,0.4634,0.187,0.185,1
0.9801,0.9801,0.6552,0.147,0.189,1
0.9124,0.9124,0.7651,0.195,0.181,1
0.9137,0.9137,0.7629,0.19,0.184,1
0.9243,0.9243,0.7457,0.185,0.187,1
0.8918,0.8918,0.7985,0.188,0.187,1
0.8858,0.8858,0.4375,0.19,0.183,1
0.9011,0.9011,0.7834,0.191,0.184,1
0.8705,0.8705,0.4127,0.189,0.195,1
0.9104,0.9104,0.7683,0.136,0.184,1
0.911,0.911,0.7672,0.188,0.199,1
0.9124,0.9124,0.7651,0.189,0.192,1
0.9157,0.9157,0.7597,0.193,0.19,1
0.8825,0.8825,0.8136,0.187,0.19,1
0.8865,0.8865,0.4386,0.174,0.187,1
0.9236,0.9236,0.7468,0.204,0.189,1
0.7463,0.7463,0.2112,0.186,0.182,1
0.8991,0.8991,0.7866,0.183,0.191,1
0.9024,0.9024,0.7812,0.192,0.186,1
0.8705,0.8705,0.833,0.168,0.183,1
0.907,0.907,0.472,0.187,0.184,1
0.927,0.927,0.7414,0.18,0.183,1
0.9024,0.9024,0.7812,0.195,0.187,1
0.9429,0.9429,0.5302,0.191,0.189,1
0.988,0.988,0.6422,0.185,0.185,1
0.8984,0.8984,0.7877,0.191,0.184,1
0.9382,0.9382,0.7231,0.19,0.184,1
0.8884,0.8884,0.8039,0.183,0.19,1
0.9661,0.9661,0.5679,0.122,0.211,1
0.8984,0.8984,0.7877,0.183,0.187,1
0.929,0.929,0.7381,0.187,0.182,1
0.8772,0.8772,0.8222,0.191,0.19,1
0.8977,0.8977,0.4569,0.187,0.183,1
0.921,0.921,0.7511,0.187,0.15,1
0.8991,0.8991,0.7866,0.186,0.185,1
0.9635,0.9635,0.6821,0.124,0.157,1
0.8094,0.8094,0.3136,0.144,0.186,1
0.8924,0.8924,0.7974,0.189,0.185,1
0.8944,0.8944,0.7942,0.189,0.186,1
0.8891,0.8891,0.4429,0.186,0.189,1
0.8984,0.8984,0.7877,0.183,0.184,1
0.9011,0.9011,0.7834,0.187,0.194,1
0.8997,0.8997,0.7856,0.186,0.185,1
0.9356,0.9356,0.7274,0.188,0.189,1
0.8938,0.8938,0.7953,0.192,0.189,1
0.8738,0.8738,0.4181,0.189,0.187,1
0.844,0.844,0.8761,0.181,0.182,1
0.9356,0.9356,0.5183,0.116,0.165,1
0.9343,0.9343,0.5162,0.141,0.2,1
0.9276,0.9276,0.7403,0.202,0.183,1
0.8758,0.8758,0.8244,0.183,0.189,1
0.905,0.905,0.7769,0.181,0.187,1
0.8898,0.8898,0.8017,0.12,0.205,1
0.7968,0.7968,0.2931,0.187,0.187,1
0.8951,0.8951,0.7931,0.187,0.19,1
0.8559,0.8559,0.389,0.194,0.187,1
0.9409,0.9409,0.7188,0.181,0.193,1
0.8831,0.8831,0.8125,0.188,0.176,1
0.9781,0.9781,0.5873,0.19,0.195,1
0.9084,0.9084,0.7716,0.186,0.185,1
0.8765,0.8765,0.8233,0.193,0.19,1
0.9469,0.9469,0.5366,0.186,0.183,1
0.9097,0.9097,0.7694,0.119,0.155,1
0.8838,0.8838,0.4343,0.149,0.165,1
0.9084,0.9084,0.7716,0.121,0.151,1
0.9044,0.9044,0.778,0.198,0.147,1
0.9283,0.9283,0.7392,0.192,0.186,1
0.9236,0.9236,0.7468,0.199,0.164,1
0.8725,0.8725,0.8297,0.185,0.188,1
0.7782,0.7782,0.2629,0.189,0.188,1
0.8878,0.8878,0.805,0.188,0.17,1
0.929,0.929,0.5075,0.118,0.167,1
0.9216,0.9216,0.75,0.19,0.15,1
0.8997,0.8997,0.7856,0.124,0.155,1
0.67,0.67,0.6282,0.19,0.191,1
0.907,0.907,0.472,0.184,0.184,1
0.911,0.911,0.7672,0.182,0.19,1
0.9057,0.9057,0.7759,0.19,0.183,1
0.9409,0.9409,0.7188,0.195,0.18,1
0.9097,0.9097,0.4763,0.188,0.188,1
0.9137,0.9137,0.7629,0.184,0.186,1
0.8818,0.8818,0.8147,0.19,0.185,1
0.9801,0.9801,0.6552,0.186,0.191,1
0.8845,0.8845,0.4353,0.191,0.186,1
0.9004,0.9004,0.7845,0.194,0.198,1
0.8951,0.8951,0.7931,0.135,0.173,1
0.9635,0.9635,0.6821,0.183,0.181,1
0.8984,0.8984,0.458,0.188,0.186,1
0.9157,0.9157,0.7597,0.187,0.204,1
0.8938,0.8938,0.7953,0.19,0.19,1
0.34,0.34,0.6336,0.189,0.183,1
0.9283,0.9283,0.5065,0.19,0.187,1
0.9084,0.9084,0.7716,0.138,0.158,1
0.8718,0.8718,0.8308,0.187,0.189,1
0.9608,0.9608,0.6864,0.181,0.193,1
0.8858,0.8858,0.8082,0.183,0.19,1
0.8918,0.8918,0.7985,0.189,0.186,1
0.8566,0.8566,0.3901,0.185,0.193,1
0.9104,0.9104,0.7683,0.188,0.187,1
0.8991,0.8991,0.7866,0.192,0.186,1
0.8247,0.8247,0.3384,0.191,0.187,1
0.8918,0.8918,0.7985,0.183,0.148,1
0.9628,0.9628,0.6832,0.192,0.187,1
0.9117,0.9117,0.7662,0.212,0.193,1
0.9263,0.9263,0.7425,0.186,0.192,1
0.8234,0.8234,0.3362,0.158,0.154,1
0.9157,0.9157,0.7597,0.181,0.189,1
0.8938,0.8938,0.7953,0.188,0.187,1
0.925,0.925,0.5011,0.192,0.19,1
0.905,0.905,0.7769,0.134,0.153,1
0.9024,0.9024,0.4644,0.188,0.15,1
0.9064,0.9064,0.7748,0.185,0.188,1
0.8997,0.8997,0.7856,0.192,0.183,1
0.9734,0.9734,0.6659,0.123,0.164,1
0.8851,0.8851,0.4364,0.19,0.181,1
0.905,0.905,0.7769,0.188,0.182,1
0.9044,0.9044,0.778,0.211,0.202,1
0.9641,0.9641,0.681,0.184,0.194,1
0.927,0.927,0.5043,0.187,0.18,1
0.9197,0.9197,0.7532,0.185,0.188,1
0.9024,0.9024,0.7812,0.195,0.183,1
0.7988,0.7988,0.2963,0.191,0.187,1
0.9336,0.9336,0.7306,0.201,0.157,1
0.8924,0.8924,0.7974,0.16,0.197,1
0.9834,0.9834,0.6498,0.2,0.18,1
0.8725,0.8725,0.8297,0.182,0.183,1
0.9276,0.9276,0.5054,0.187,0.15,1
0.9163,0.9163,0.7586,0.185,0.18,1
0.9037,0.9037,0.7791,0.189,0.182,1
0.9728,0.9728,0.667,0.186,0.169,1
0.9223,0.9223,0.4968,0.189,0.182,1
0.8851,0.8851,0.8093,0.185,0.188,1
0.8831,0.8831,0.8125,0.192,0.181,1
0.9821,0.9821,0.6519,0.189,0.188,1
0.9097,0.9097,0.4763,0.168,0.193,1
0.9104,0.9104,0.7683,0.189,0.187,1
0.8798,0.8798,0.8179,0.189,0.193,1
0.9655,0.9655,0.6789,0.189,0.188,1
0.9084,0.9084,0.4741,0.12,0.166,1
0.9057,0.9057,0.7759,0.19,0.184,1
0.8825,0.8825,0.8136,0.185,0.188,1
0.9535,0.9535,0.5474,0.188,0.185,1
0.9522,0.9522,0.5453,0.186,0.19,1
0.8971,0.8971,0.7899,0.183,0.186,1
0.8612,0.8612,0.8481,0.183,0.191,1
0.9615,0.9615,0.6853,0.14,0.158,1
0.9024,0.9024,0.7812,0.168,0.184,1
0.8652,0.8652,0.8416,0.12,0.156,1
0.7809,0.7809,0.2672,0.185,0.149,1
