percentage(no padding),percentage(padding),overflow,compress(ms),decompress(ms),correctness(1/0)
0.9216,0.9216,0.75,0.192,0.152,1
0.8918,0.8918,0.7985,0.184,0.195,1
0.9011,0.9011,0.7834,0.123,0.156,1
0.921,0.921,0.4946,0.12,0.158,1
0.73,0.73,0.6272,0.174,0.183,1
0.9256,0.9256,0.7435,0.195,0.182,1
0.8792,0.8792,0.819,0.185,0.195,1
0.9223,0.9223,0.7489,0.193,0.189,1
0.9064,0.9064,0.7748,0.191,0.191,1
0.8798,0.8798,0.8179,0.196,0.194,1
0.8114,0.8114,0.3168,0.159,0.191,1
0.8991,0.8991,0.7866,0.193,0.188,1
0.8028,0.8028,0.3028,0.195,0.188,1
0.9336,0.9336,0.7306,0.184,0.194,1
0.9024,0.9024,0.7812,0.188,0.186,1
0.9376,0.9376,0.7241,0.193,0.18,1
0.9296,0.9296,0.7371,0.184,0.166,1
0.8825,0.8825,0.8136,0.188,0.2,1
0.929,0.929,0.5075,0.184,0.186,1
0.8772,0.8772,0.8222,0.183,0.151,1
0.9263,0.9263,0.7425,0.186,0.186,1
0.9137,0.9137,0.7629,0.188,0.186,1
0.8028,0.8028,0.3028,0.191,0.184,1
0.8752,0.8752,0.8254,0.122,0.157,1
0.9223,0.9223,0.7489,0.194,0.181,1
0.8479,0.8479,0.8696,0.187,0.186,1
0.7795,0.7795,0.2651,0.184,0.189,1
0.8665,0.8665,0.8394,0.152,0.219,1
0.9157,0.9157,0.486,0.188,0.186,1
0.917,0.917,0.7575,0.19,0.15,1
0.9143,0.9143,0.7619,0.151,0.158,1
0.9263,0.9263,0.7425,0.183,0.19,1
0.9502,0.9502,0.7037,0.188,0.185,1
0.9243,0.9243,0.7457,0.188,0.224,1
0.7968,0.7968,0.2931,0.184,0.19,1
0.8506,0.8506,0.8653,0.15,0.181,1
0.9124,0.9124,0.7651,0.118,0.161,1
0.8851,0.8851,0.8093,0.195,0.19,1
0.9595,0.9595,0.6886,0.183,0.203,1
0.8725,0.8725,0.4159,0.186,0.215,1
0.7875,0.7875,0.278,0.187,0.185,1
0.9197,0.9197,0.7532,0.188,0.195,1
0.9064,0.9064,0.7748,0.19,0.186,1
0.8732,0.8732,0.8287,0.183,0.185,1
0.8227,0.8227,0.3351,0.186,0.204,1
0.9489,0.9489,0.7058,0.2,0.18,1
0.8911,0.8911,0.7996,0.186,0.154,1
0.8765,0.8765,0.8233,0.201,0.184,1
0.8838,0.8838,0.4343,0.182,0.19,1
0.9256,0.9256,0.7435,0.184,0.196,1
0.9137,0.9137,0.7629,0.183,0.197,1
0.9216,0.9216,0.75,0.183,0.196,1
0.925,0.925,0.7446,0.183,0.195,1
0.8765,0.8765,0.8233,0.187,0.187,1
0.9011,0.9011,0.4623,0.123,0.225,1
0.9276,0.9276,0.7403,0.187,0.2,1
0.9077,0.9077,0.7726,0.187,0.172,1
0.8632,0.8632,0.8448,0.137,0.171,1
0.7809,0.7809,0.2672,0.19,0.194,1
0.8931,0.8931,0.7963,0.183,0.192,1
0.9077,0.9077,0.4731,0.189,0.19,1
0.9064,0.9064,0.7748,0.14,0.152,1
0.9097,0.9097,0.7694,0.135,0.154,1
0.9382,0.9382,0.7231,0.195,0.148,1
0.7849,0.7849,0.2737,0.188,0.197,1
0.9137,0.9137,0.7629,0.196,0.187,1
0.9004,0.9004,0.7845,0.19,0.188,1
0.8665,0.8665,0.8394,0.183,0.187,1
0.8639,0.8639,0.4019,0.184,0.186,1
0.927,0.927,0.7414,0.151,0.165,1
0.8818,0.8818,0.8147,0.191,0.187,1
0.9336,0.9336,0.7306,0.193,0.195,1
0.911,0.911,0.7672,0.197,0.187,1
0.8792,0.8792,0.819,0.199,0.187,1
0.8918,0.8918,0.4472,0.188,0.189,1
0.9668,0.9668,0.6767,0.184,0.196,1
0.8971,0.8971,0.4558,0.126,0.184,1
0.923,0.923,0.7478,0.189,0.195,1
0.9117,0.9117,0.7662,0.188,0.192,1
0.9761,0.9761,0.6616,0.189,0.193,1
0.919,0.919,0.7543,0.19,0.167,1
0.8904,0.8904,0.8006,0.182,0.171,1
0.929,0.929,0.7381,0.183,0.154,1
0.9748,0.9748,0.6638,0.188,0.188,1
0.9456,0.9456,0.7112,0.213,0.194,1
0.9681,0.9681,0.5711,0.202,0.182,1
0.9203,0.9203,0.7522,0.185,0.189,1
0.9635,0.9635,0.6821,0.186,0.149,1
0.73,0.73,0.6272,0.181,0.197,1
0.8931,0.8931,0.7963,0.196,0.182,1
0.8619,0.8619,0.847,0.183,0.187,1
0.9084,0.9084,0.4741,0.192,0.203,1
0.7749,0.7749,0.2575,0.152,0.188,1
0.911,0.911,0.7672,0.181,0.189,1
0.9124,0.9124,0.7651,0.2,0.187,1
0.8466,0.8466,0.8718,0.188,0.149,1
0.913,0.913,0.764,0.194,0.184,1
0.9243,0.9243,0.5,0.118,0.171,1
0.9044,0.9044,0.778,0.189,0.19,1
0.9343,0.9343,0.7295,0.19,0.205,1
0.9183,0.9183,0.7554,0.188,0.184,1
0.8884,0.8884,0.8039,0.195,0.188,1
0.9701,0.9701,0.6713,0.184,0.197,1
0.919,0.919,0.4914,0.207,0.19,1
0.9197,0.9197,0.7532,0.183,0.194,1
0.8625,0.8625,0.3998,0.201,0.187,1
0.9117,0.9117,0.7662,0.122,0.159,1
0.8918,0.8918,0.7985,0.183,0.19,1
0.927,0.927,0.7414,0.187,0.189,1
0.34,0.34,0.6336,0.197,0.191,1
0.9502,0.9502,0.542,0.193,0.188,1
0.8818,0.8818,0.8147,0.19,0.203,1
0.919,0.919,0.7543,0.184,0.195,1
0.8313,0.8313,0.3491,0.199,0.193,1
0.9097,0.9097,0.7694,0.195,0.196,1
0.8931,0.8931,0.7963,0.201,0.182,1
0.9017,0.9017,0.4634,0.199,0.2,1
0.919,0.919,0.7543,0.191,0.202,1
0.8865,0.8865,0.8071,0.198,0.188,1
0.8984,0.8984,0.7877,0.185,0.192,1
0.9084,0.9084,0.7716,0.195,0.182,1
0.8699,0.8699,0.4116,0.192,0.161,1
0.913,0.913,0.764,0.187,0.184,1
0.8898,0.8898,0.8017,0.178,0.16,1
0.915,0.915,0.4849,0.184,0.186,1
0.9734,0.9734,0.6659,0.197,0.158,1
0.9057,0.9057,0.7759,0.185,0.192,1
0.8851,0.8851,0.8093,0.201,0.197,1
0.9588,0.9588,0.6897,0.197,0.182,1
0.9137,0.9137,0.7629,0.203,0.197,1
0.907,0.907,0.7737,0.192,0.185,1
0.8533,0.8533,0.3847,0.196,0.186,1
0.9628,0.9628,0.6832,0.187,0.198,1
0.8984,0.8984,0.7877,0.194,0.157,1
0.8991,0.8991,0.7866,0.194,0.158,1
0.8552,0.8552,0.3879,0.16,0.183,1
0.9303,0.9303,0.736,0.196,0.183,1
0.8792,0.8792,0.4267,0.132,0.187,1
0.9807,0.9807,0.6541,0.196,0.191,1
0.8559,0.8559,0.8567,0.197,0.191,1
0.8951,0.8951,0.7931,0.194,0.201,1
0.8944,0.8944,0.7942,0.197,0.189,1
0.9256,0.9256,0.7435,0.2,0.187,1
0.8606,0.8606,0.3966,0.162,0.155,1
0.8884,0.8884,0.4418,0.191,0.196,1
0.917,0.917,0.7575,0.197,0.197,1
0.9143,0.9143,0.7619,0.184,0.197,1
0.8758,0.8758,0.8244,0.197,0.192,1
0.8938,0.8938,0.4504,0.189,0.183,1
0.9641,0.9641,0.681,0.191,0.194,1
0.8884,0.8884,0.8039,0.197,0.188,1
0.8898,0.8898,0.8017,0.186,0.192,1
0.9807,0.9807,0.6541,0.219,0.16,1
0.911,0.911,0.7672,0.189,0.197,1
0.8997,0.8997,0.4601,0.177,0.192,1
0.9442,0.9442,0.7134,0.195,0.189,1
0.9456,0.9456,0.7112,0.198,0.184,1
0.915,0.915,0.7608,0.198,0.194,1
0.911,0.911,0.7672,0.126,0.152,1
0.9343,0.9343,0.5162,0.195,0.2,1
0.9608,0.9608,0.6864,0.165,0.156,1
0.9057,0.9057,0.7759,0.201,0.191,1
0.8845,0.8845,0.8103,0.188,0.19,1
0.93,0.93,0.6239,0.198,0.186,1
0.8094,0.8094,0.3136,0.193,0.174,1
0.9084,0.9084,0.7716,0.202,0.191,1
0.8924,0.8924,0.7974,0.137,0.159,1
0.8878,0.8878,0.805,0.196,0.184,1
0.8459,0.8459,0.3728,0.201,0.187,1
0.9064,0.9064,0.7748,0.197,0.18,1
0.9037,0.9037,0.7791,0.192,0.19,1
0.9369,0.9369,0.7252,0.182,0.2,1
0.9316,0.9316,0.7338,0.198,0.193,1
0.8964,0.8964,0.7909,0.204,0.156,1
0.9788,0.9788,0.6573,0.193,0.188,1
0.9323,0.9323,0.5129,0.127,0.152,1
0.9296,0.9296,0.7371,0.194,0.155,1
0.8778,0.8778,0.8211,0.194,0.18,1
0.9648,0.9648,0.68,0.128,0.151,1
0.9143,0.9143,0.4838,0.201,0.209,1
0.8964,0.8964,0.7909,0.183,0.199,1
0.9336,0.9336,0.7306,0.172,0.192,1
0.8606,0.8606,0.3966,0.186,0.189,1
0.911,0.911,0.7672,0.2,0.193,1
0.9369,0.9369,0.5205,0.195,0.198,1
0.9469,0.9469,0.7091,0.187,0.178,1
0.9004,0.9004,0.7845,0.194,0.182,1
0.9137,0.9137,0.7629,0.191,0.208,1
0.913,0.913,0.764,0.19,0.189,1
0.8234,0.8234,0.3362,0.13,0.185,1
0.9429,0.9429,0.7155,0.199,0.158,1
0.8679,0.8679,0.8373,0.197,0.191,1
0.6,0.6,0.6293,0.189,0.188,1
0.9077,0.9077,0.7726,0.181,0.194,1
0.8851,0.8851,0.8093,0.193,0.184,1
0.9396,0.9396,0.5248,0.199,0.193,1
0.9402,0.9402,0.7198,0.189,0.196,1
0.8931,0.8931,0.7963,0.184,0.189,1
0.8911,0.8911,0.7996,0.18,0.19,1
0.8227,0.8227,0.3351,0.148,0.187,1
0.9157,0.9157,0.486,0.179,0.193,1
0.9422,0.9422,0.7166,0.194,0.189,1
0.8931,0.8931,0.7963,0.187,0.191,1
0.8977,0.8977,0.7888,0.192,0.146,1
0.9309,0.9309,0.5108,0.19,0.196,1
0.9163,0.9163,0.7586,0.188,0.19,1
0.9137,0.9137,0.7629,0.197,0.189,1
0.8871,0.8871,0.806,0.195,0.182,1
0.9548,0.9548,0.6961,0.147,0.193,1
0.84,0.84,0.3631,0.164,0.158,1
0.9084,0.9084,0.7716,0.168,0.181,1
0.8898,0.8898,0.8017,0.192,0.172,1
0.9349,0.9349,0.5172,0.194,0.189,1
0.67,0.67,0.6175,0.187,0.195,1
0.9236,0.9236,0.7468,0.19,0.195,1
0.8672,0.8672,0.8384,0.188,0.165,1
0.8851,0.8851,0.4364,0.125,0.217,1
0.8964,0.8964,0.7909,0.197,0.156,1
0.9004,0.9004,0.7845,0.159,0.155,1
0.8971,0.8971,0.7899,0.186,0.186,1
0.919,0.919,0.4914,0.194,0.146,1
0.9495,0.9495,0.7047,0.193,0.189,1
0.9064,0.9064,0.7748,0.19,0.181,1
0.8858,0.8858,0.8082,0.187,0.182,1
0.8094,0.8094,0.3136,0.19,0.181,1
0.9336,0.9336,0.7306,0.187,0.186,1
0.8884,0.8884,0.8039,0.194,0.192,1
0.8878,0.8878,0.805,0.231,0.182,1
0.9309,0.9309,0.7349,0.191,0.191,1
0.8533,0.8533,0.3847,0.19,0.185,1
0.9648,0.9648,0.68,0.115,0.159,1
0.8659,0.8659,0.8405,0.182,0.188,1
0.9774,0.9774,0.6595,0.185,0.187,1
0.8918,0.8918,0.7985,0.189,0.187,1
0.8818,0.8818,0.8147,0.124,0.163,1
0.6,0.6,0.6293,0.186,0.186,1
0.8313,0.8313,0.3491,0.149,0.195,1
0.9064,0.9064,0.7748,0.188,0.194,1
0.905,0.905,0.7769,0.184,0.188,1
0.8991,0.8991,0.7866,0.151,0.162,1
0.923,0.923,0.4978,0.19,0.187,1
0.9741,0.9741,0.5808,0.183,0.191,1
0.9084,0.9084,0.7716,0.165,0.17,1
0.8811,0.8811,0.8157,0.182,0.188,1
0.8851,0.8851,0.8093,0.183,0.193,1
0.8612,0.8612,0.3976,0.187,0.191,1
0.9004,0.9004,0.7845,0.151,0.179,1
0.9137,0.9137,0.7629,0.191,0.188,1
0.919,0.919,0.4914,0.187,0.187,1
0.9774,0.9774,0.5862,0.186,0.189,1
0.909,0.909,0.7705,0.193,0.187,1
0.8639,0.8639,0.8438,0.145,0.154,1
0.8904,0.8904,0.8006,0.182,0.188,1
0.8818,0.8818,0.8147,0.184,0.181,1
0.8752,0.8752,0.4203,0.164,0.19,1
0.8858,0.8858,0.8082,0.188,0.187,1
0.9356,0.9356,0.7274,0.188,0.185,1
0.9143,0.9143,0.7619,0.2,0.185,1
0.8851,0.8851,0.8093,0.182,0.188,1
0.8227,0.8227,0.3351,0.193,0.183,1
0.9117,0.9117,0.4795,0.165,0.183,1
0.9628,0.9628,0.6832,0.183,0.189,1
0.8997,0.8997,0.7856,0.198,0.166,1
0.9124,0.9124,0.7651,0.189,0.186,1
0.8997,0.8997,0.4601,0.121,0.156,1
0.9628,0.9628,0.6832,0.125,0.16,1
0.905,0.905,0.7769,0.191,0.193,1
0.8984,0.8984,0.7877,0.182,0.182,1
0.927,0.927,0.7414,0.117,0.152,1
0.8625,0.8625,0.3998,0.187,0.183,1
0.9077,0.9077,0.7726,0.19,0.165,1
0.8838,0.8838,0.8114,0.142,0.157,1
0.9754,0.9754,0.583,0.194,0.183,1
0.929,0.929,0.7381,0.19,0.187,1
0.9024,0.9024,0.7812,0.14,0.188,1
0.9402,0.9402,0.5259,0.118,0.16,1
0.9695,0.9695,0.5733,0.184,0.182,1
0.9602,0.9602,0.6875,0.178,0.164,1
0.9044,0.9044,0.778,0.188,0.171,1
0.907,0.907,0.7737,0.194,0.206,1
0.9814,0.9814,0.5927,0.196,0.167,1
0.917,0.917,0.7575,0.191,0.199,1
0.9197,0.9197,0.7532,0.192,0.164,1
0.9323,0.9323,0.5129,0.198,0.187,1
0.8984,0.8984,0.7877,0.194,0.183,1
0.8984,0.8984,0.7877,0.186,0.17,1
0.99,0.99,0.639,0.123,0.161,1
0.9456,0.9456,0.5345,0.186,0.207,1
0.8785,0.8785,0.82,0.198,0.187,1
0.9037,0.9037,0.7791,0.187,0.19,1
0.9821,0.9821,0.6519,0.188,0.185,1
0.9409,0.9409,0.5269,0.188,0.191,1
0.8938,0.8938,0.4504,0.185,0.194,1
0.913,0.913,0.764,0.184,0.192,1
0.9004,0.9004,0.7845,0.183,0.148,1
0.9376,0.9376,0.7241,0.182,0.15,1
0.915,0.915,0.4849,0.195,0.184,1
0.9847,0.9847,0.5981,0.184,0.197,1
0.9104,0.9104,0.7683,0.159,0.189,1
0.8984,0.8984,0.7877,0.189,0.151,1
0.9402,0.9402,0.7198,0.187,0.194,1
0.844,0.844,0.3696,0.192,0.197,1
0.919,0.919,0.7543,0.194,0.192,1
0.8924,0.8924,0.7974,0.187,0.15,1
0.9363,0.9363,0.5194,0.205,0.169,1
0.9356,0.9356,0.7274,0.209,0.199,1
0.9097,0.9097,0.7694,0.181,0.189,1
0.9044,0.9044,0.778,0.184,0.188,1
0.913,0.913,0.764,0.201,0.198,1
0.8699,0.8699,0.4116,0.188,0.166,1
0.915,0.915,0.7608,0.187,0.191,1
0.921,0.921,0.7511,0.184,0.189,1
0.9296,0.9296,0.7371,0.206,0.169,1
0.8918,0.8918,0.7985,0.187,0.157,1
0.7942,0.7942,0.2888,0.192,0.181,1
0.9256,0.9256,0.7435,0.16,0.211,1
0.8818,0.8818,0.8147,0.191,0.181,1
0.9675,0.9675,0.6756,0.195,0.186,1
0.8924,0.8924,0.4483,0.15,0.165,1
0.9163,0.9163,0.7586,0.136,0.175,1
0.9788,0.9788,0.6573,0.183,0.197,1
0.909,0.909,0.7705,0.184,0.147,1
0.8991,0.8991,0.7866,0.193,0.152,1
0.9701,0.9701,0.5744,0.197,0.186,1
0.9409,0.9409,0.5269,0.201,0.196,1
0.9774,0.9774,0.6595,0.182,0.191,1
0.8898,0.8898,0.8017,0.198,0.196,1
0.9037,0.9037,0.7791,0.199,0.188,1
0.9356,0.9356,0.5183,0.182,0.19,1
0.9369,0.9369,0.7252,0.199,0.16,1
0.9064,0.9064,0.7748,0.193,0.199,1
0.9137,0.9137,0.7629,0.193,0.186,1
0.8639,0.8639,0.4019,0.196,0.159,1
0.9117,0.9117,0.7662,0.173,0.204,1
0.9031,0.9031,0.7802,0.195,0.195,1
0.9197,0.9197,0.7532,0.196,0.192,1
0.929,0.929,0.7381,0.196,0.194,1
0.8307,0.8307,0.3481,0.197,0.193,1
0.919,0.919,0.7543,0.197,0.191,1
0.9011,0.9011,0.7834,0.193,0.21,1
0.8898,0.8898,0.8017,0.198,0.191,1
0.8121,0.8121,0.3179,0.177,0.189,1
0.9104,0.9104,0.7683,0.198,0.195,1
0.8931,0.8931,0.7963,0.2,0.153,1
0.9741,0.9741,0.5808,0.197,0.181,1
0.9529,0.9529,0.6994,0.199,0.185,1
0.8924,0.8924,0.7974,0.196,0.192,1
0.9044,0.9044,0.778,0.187,0.19,1
0.9037,0.9037,0.4666,0.193,0.197,1
0.9641,0.9641,0.681,0.192,0.181,1
0.8997,0.8997,0.7856,0.196,0.188,1
0.8911,0.8911,0.7996,0.19,0.198,1
0.9369,0.9369,0.7252,0.197,0.158,1
0.8845,0.8845,0.8103,0.197,0.196,1
0.9363,0.9363,0.7263,0.196,0.19,1
0.921,0.921,0.4946,0.194,0.158,1
0.8958,0.8958,0.792,0.193,0.153,1
0.8944,0.8944,0.7942,0.197,0.154,1
0.8805,0.8805,0.4289,0.183,0.158,1
0.8825,0.8825,0.8136,0.125,0.161,1
0.9177,0.9177,0.4892,0.184,0.185,1
0.9714,0.9714,0.6692,0.18,0.186,1
0.9097,0.9097,0.7694,0.188,0.184,1
0.9084,0.9084,0.7716,0.191,0.193,1
0.9469,0.9469,0.7091,0.192,0.183,1
0.8679,0.8679,0.4084,0.183,0.195,1
0.9097,0.9097,0.7694,0.162,0.163,1
0.8625,0.8625,0.8459,0.154,0.198,1
0.9143,0.9143,0.4838,0.181,0.192,1
0.9668,0.9668,0.6767,0.189,0.149,1
0.9011,0.9011,0.7834,0.189,0.149,1
0.8871,0.8871,0.806,0.121,0.165,1
0.9084,0.9084,0.4741,0.182,0.187,1
0.9655,0.9655,0.6789,0.181,0.189,1
0.9017,0.9017,0.7823,0.188,0.186,1
0.907,0.907,0.7737,0.19,0.185,1
0.9382,0.9382,0.7231,0.193,0.196,1
0.9117,0.9117,0.7662,0.183,0.181,1
0.9203,0.9203,0.4935,0.12,0.161,1
0.9522,0.9522,0.7004,0.188,0.185,1
0.9714,0.9714,0.6692,0.119,0.155,1
0.9323,0.9323,0.7328,0.186,0.181,1
0.8971,0.8971,0.7899,0.187,0.186,1
0.929,0.929,0.5075,0.19,0.188,1
0.8792,0.8792,0.819,0.196,0.185,1
0.9157,0.9157,0.7597,0.121,0.167,1
0.8805,0.8805,0.8168,0.193,0.182,1
0.7928,0.7928,0.2866,0.19,0.187,1
0.9748,0.9748,0.6638,0.189,0.187,1
0.9316,0.9316,0.7338,0.187,0.188,1
0.8924,0.8924,0.7974,0.186,0.181,1
0.9389,0.9389,0.5237,0.188,0.188,1
0.8964,0.8964,0.7909,0.188,0.183,1
0.8845,0.8845,0.8103,0.185,0.189,1
0.9774,0.9774,0.6595,0.187,0.187,1
0.9124,0.9124,0.4806,0.182,0.185,1
0.8871,0.8871,0.806,0.12,0.167,1
0.8984,0.8984,0.7877,0.19,0.164,1
0.7523,0.7523,0.2209,0.167,0.189,1
0.8679,0.8679,0.8373,0.188,0.182,1
0.8891,0.8891,0.8028,0.193,0.148,1
0.8865,0.8865,0.8071,0.192,0.193,1
0.9854,0.9854,0.6466,0.188,0.184,1
0.9296,0.9296,0.5086,0.182,0.184,1
0.9376,0.9376,0.5216,0.192,0.189,1
0.9741,0.9741,0.6649,0.191,0.187,1
0.9037,0.9037,0.7791,0.187,0.183,1
0.9124,0.9124,0.7651,0.194,0.188,1
0.907,0.907,0.472,0.186,0.18,1
0.4,0.4,0.6131,0.185,0.188,1
0.9024,0.9024,0.7812,0.189,0.184,1
0.8599,0.8599,0.8502,0.188,0.19,1
0.9276,0.9276,0.5054,0.185,0.186,1
0.9429,0.9429,0.7155,0.181,0.181,1
0.8997,0.8997,0.7856,0.186,0.196,1
0.9263,0.9263,0.7425,0.136,0.168,1
0.8918,0.8918,0.4472,0.187,0.181,1
0.9329,0.9329,0.7317,0.147,0.19,1
0.8918,0.8918,0.7985,0.185,0.19,1
0.9309,0.9309,0.7349,0.186,0.185,1
0.9044,0.9044,0.4677,0.181,0.164,1
0.9389,0.9389,0.722,0.193,0.182,1
0.8871,0.8871,0.806,0.188,0.215,1
0.9568,0.9568,0.6929,0.173,0.189,1
0.8891,0.8891,0.8028,0.195,0.184,1
0.9296,0.9296,0.7371,0.12,0.214,1
0.9588,0.9588,0.556,0.18,0.186,1
0.2,0.2,0.6099,0.188,0.189,1
0.9064,0.9064,0.4709,0.187,0.185,1
0.87,0.87,0.625,0.17,0.188,1
0.8805,0.8805,0.8168,0.195,0.19,1
0.8984,0.8984,0.7877,0.134,0.162,1
0.9336,0.9336,0.5151,0.188,0.172,1
0.9336,0.9336,0.7306,0.184,0.168,1
0.8732,0.8732,0.8287,0.192,0.187,1
0.9668,0.9668,0.6767,0.188,0.182,1
0.9084,0.9084,0.7716,0.184,0.201,1
0.8685,0.8685,0.4095,0.187,0.187,1
0.9143,0.9143,0.7619,0.189,0.186,1
0.9097,0.9097,0.7694,0.19,0.187,1
0.8984,0.8984,0.7877,0.118,0.15,1
0.9661,0.9661,0.6778,0.188,0.188,1
0.8977,0.8977,0.4569,0.186,0.187,1
0.8838,0.8838,0.8114,0.19,0.196,1
0.9867,0.9867,0.6013,0.188,0.19,1
0.4,0.4,0.6131,0.191,0.187,1
0.9263,0.9263,0.7425,0.187,0.184,1
0.9675,0.9675,0.6756,0.191,0.188,1
0.9276,0.9276,0.7403,0.182,0.153,1
0.8991,0.8991,0.7866,0.188,0.19,1
0.7855,0.7855,0.2748,0.189,0.187,1
0.8579,0.8579,0.8534,0.189,0.194,1
0.9701,0.9701,0.5744,0.188,0.189,1
0.9814,0.9814,0.5927,0.186,0.162,1
0.8991,0.8991,0.7866,0.186,0.19,1
0.8971,0.8971,0.7899,0.192,0.183,1
0.8951,0.8951,0.7931,0.193,0.189,1
0.7517,0.7517,0.2198,0.184,0.19,1
0.905,0.905,0.7769,0.196,0.154,1
0.8679,0.8679,0.8373,0.191,0.191,1
0.8705,0.8705,0.4127,0.173,0.188,1
0.9183,0.9183,0.7554,0.192,0.176,1
0.905,0.905,0.7769,0.189,0.188,1
0.9382,0.9382,0.7231,0.188,0.179,1
0.8878,0.8878,0.805,0.187,0.182,1
0.8778,0.8778,0.8211,0.183,0.151,1
0.8068,0.8068,0.3093,0.158,0.157,1
0.9011,0.9011,0.7834,0.187,0.192,1
0.9084,0.9084,0.4741,0.188,0.183,1
0.9276,0.9276,0.7403,0.184,0.186,1
0.9635,0.9635,0.6821,0.168,0.211,1
0.8785,0.8785,0.82,0.183,0.183,1
0.9124,0.9124,0.7651,0.188,0.18,1
0.9011,0.9011,0.7834,0.186,0.188,1
0.826,0.826,0.3405,0.188,0.155,1
0.9283,0.9283,0.7392,0.185,0.188,1
0.8758,0.8758,0.4213,0.183,0.2,1
0.921,0.921,0.7511,0.189,0.181,1
0.8845,0.8845,0.8103,0.186,0.19,1
0.9309,0.9309,0.7349,0.185,0.184,1
0.9482,0.9482,0.7069,0.19,0.186,1
0.9422,0.9422,0.5291,0.182,0.186,1
0.923,0.923,0.7478,0.139,0.191,1
0.9495,0.9495,0.7047,0.154,0.169,1
0.913,0.913,0.4817,0.193,0.186,1
0.909,0.909,0.7705,0.188,0.183,1
0.8904,0.8904,0.8006,0.183,0.147,1
0.9555,0.9555,0.695,0.184,0.185,1
0.8778,0.8778,0.4246,0.189,0.164,1
0.9369,0.9369,0.7252,0.182,0.188,1
0.8951,0.8951,0.7931,0.184,0.182,1
0.9303,0.9303,0.736,0.186,0.213,1
0.9011,0.9011,0.4623,0.191,0.186,1
0.911,0.911,0.7672,0.191,0.189,1
0.9077,0.9077,0.7726,0.185,0.19,1
0.9754,0.9754,0.583,0.187,0.145,1
0.9097,0.9097,0.7694,0.143,0.213,1
0.919,0.919,0.7543,0.189,0.188,1
0.9044,0.9044,0.778,0.165,0.164,1
0.9276,0.9276,0.5054,0.196,0.163,1
0.8964,0.8964,0.4547,0.194,0.186,1
0.9343,0.9343,0.7295,0.139,0.166,1
0.8898,0.8898,0.8017,0.195,0.194,1
0.9489,0.9489,0.7058,0.191,0.148,1
0.9004,0.9004,0.7845,0.192,0.188,1
0.8871,0.8871,0.4397,0.187,0.185,1
0.911,0.911,0.7672,0.201,0.182,1
0.9143,0.9143,0.7619,0.188,0.188,1
0.8977,0.8977,0.7888,0.116,0.21,1
0.8758,0.8758,0.8244,0.188,0.189,1
0.909,0.909,0.4752,0.19,0.195,1
0.9356,0.9356,0.7274,0.196,0.185,1
0.8858,0.8858,0.4375,0.119,0.168,1
0.9223,0.9223,0.7489,0.186,0.196,1
0.8845,0.8845,0.8103,0.181,0.189,1
0.9575,0.9575,0.6918,0.198,0.189,1
0.9402,0.9402,0.7198,0.186,0.152,1
0.8858,0.8858,0.8082,0.183,0.151,1
0.927,0.927,0.5043,0.193,0.188,1
0.9502,0.9502,0.7037,0.19,0.184,1
0.925,0.925,0.7446,0.192,0.183,1
0.8659,0.8659,0.8405,0.192,0.204,1
0.7703,0.7703,0.25,0.198,0.185,1
0.9137,0.9137,0.7629,0.205,0.186,1
0.9336,0.9336,0.7306,0.179,0.188,1
0.8692,0.8692,0.8351,0.203,0.191,1
0.7643,0.7643,0.2403,0.188,0.182,1
0.8798,0.8798,0.8179,0.157,0.167,1
0.8884,0.8884,0.4418,0.186,0.197,1
0.9163,0.9163,0.7586,0.19,0.208,1
0.905,0.905,0.7769,0.196,0.193,1
0.9422,0.9422,0.7166,0.191,0.198,1
0.9031,0.9031,0.4655,0.184,0.146,1
0.9197,0.9197,0.7532,0.19,0.152,1
0.909,0.909,0.7705,0.192,0.188,1
0.9402,0.9402,0.5259,0.116,0.16,1
0.9017,0.9017,0.7823,0.182,0.16,1
0.9044,0.9044,0.778,0.185,0.186,1
0.9396,0.9396,0.5248,0.192,0.194,1
0.9555,0.9555,0.695,0.198,0.17,1
0.8924,0.8924,0.7974,0.162,0.156,1
0.8838,0.8838,0.8114,0.203,0.175,1
0.911,0.911,0.7672,0.194,0.199,1
0.923,0.923,0.4978,0.183,0.18,1
0.9037,0.9037,0.4666,0.197,0.199,1
0.905,0.905,0.7769,0.196,0.191,1
0.8964,0.8964,0.7909,0.19,0.188,1
0.8287,0.8287,0.3448,0.187,0.192,1
0.8964,0.8964,0.7909,0.196,0.186,1
0.8858,0.8858,0.8082,0.195,0.152,1
0.9628,0.9628,0.6832,0.196,0.181,1
0.8685,0.8685,0.8362,0.183,0.195,1
0.9177,0.9177,0.4892,0.188,0.189,1
0.9064,0.9064,0.7748,0.201,0.189,1
0.905,0.905,0.7769,0.14,0.185,1
0.9675,0.9675,0.6756,0.172,0.188,1
0.9011,0.9011,0.4623,0.19,0.189,1
0.9124,0.9124,0.7651,0.183,0.2,1
0.9382,0.9382,0.7231,0.188,0.183,1
0.8991,0.8991,0.7866,0.194,0.184,1
0.9183,0.9183,0.7554,0.187,0.177,1
0.9031,0.9031,0.7802,0.12,0.154,1
0.907,0.907,0.472,0.19,0.186,1
0.4,0.4,0.6325,0.219,0.157,1
0.9741,0.9741,0.6649,0.191,0.16,1
0.9137,0.9137,0.7629,0.189,0.187,1
